CIF_NO,CUSTOMERNAME,DOB,GENDER,PAN_NO,MOBILE,CITY,STATE,OCCUPATIONTYPE,MONTHLY_INCOME,CREDIT_SCORE,CUSTOMER_SINCE_DATE
703986,Rekha Chelladurai,1975-04-26,F,NCFVP7319B,9044828792,Surat,Gujarat,Retired,11347.16,688,2025-01-23
703987,Saranya Naidu,1982-01-12,F,NFNNI0272Q,7094204425,Bhubaneswar,Odisha,Salaried,64483.08,626,2017-10-06
703988,Yogesh Raman,1996-01-26,M,AXHOJ4850A,8930734858,Chennai,Tamil Nadu,Salaried,92893.64,708,2021-01-01
703989,Yamuna Saha,1984-10-27,F,JMLZC6566J,9367812262,Chennai,Tamil Nadu,Salaried,158661.73,572,2022-08-17
703990,Karthik Elumalai,1979-02-20,M,RAXDE8151F,6464583955,Ranchi,Jharkhand,Self Employed,24982.73,835,2013-03-11
703991,Manoj Murugan,1958-11-25,M,BDXGT6260W,8376321007,Chandigarh,Chandigarh,Farmer,29117.14,694,2017-05-24
703992,Sivakumar Thakur,2004-09-24,M,SHILK8403J,8536119819,Kanpur,Uttar Pradesh,Professional,391505.35,533,2012-12-02
703993,Ravi Nair,2005-02-08,M,ATIQZ5569R,7121429181,Coimbatore,Tamil Nadu,Salaried,103657.74,567,2014-02-08
703994,Chitra Kulkarni,1964-01-24,F,TSGQF0700O,9222799692,Kanpur,Uttar Pradesh,Self Employed,87058.58,624,2022-12-21
703995,Sangeetha Banerjee,1997-09-08,F,MVNPG0468P,8343219176,Bengaluru,Karnataka,Business,383892.19,619,2020-05-07
703996,Esther Sen,1992-10-17,F,YJTHZ6594E,6780887539,Chennai,Tamil Nadu,Self Employed,249529.35,712,2012-11-09
703997,Rohit Rana,1965-03-02,M,OUVPT3042K,6109137006,Coimbatore,Tamil Nadu,Salaried,128461.77,752,2013-03-04
703998,Vinod Chelladurai,1988-09-25,M,KHBZN0424F,9876400645,Patna,Bihar,Salaried,170988.35,765,2015-04-09
703999,Sandeep Mishra,2005-05-21,M,IBBAA0501N,7456414507,Ranchi,Jharkhand,Salaried,124809.09,721,2021-07-22
704000,Nithya Nambiar,1976-01-09,F,BAZGW7773C,9885829884,Hyderabad,Telangana,Salaried,66870.49,585,2021-07-27
704001,Amit Mukherjee,2003-12-09,M,TMWSV1277J,7764245050,Bengaluru,Karnataka,Business,286993.09,774,2012-10-16
704002,Devi Nambiar,1958-03-12,F,DMHYE3539V,9395759069,Patna,Bihar,Business,220034.72,784,2023-09-17
704003,Sneha Yadav,1993-02-28,F,GVQEI2159F,8094831374,Kanpur,Uttar Pradesh,Self Employed,280394.0,492,2015-12-14
704004,Deepak Raman,1999-04-23,M,DJYIE8980Y,7366208246,Chandigarh,Chandigarh,Business,190668.36,618,2015-10-20
704005,Suresh Krishnan,1981-08-03,M,PUKFX1658K,6277400991,Nashik,Maharashtra,Government Employee,149182.75,638,2013-11-16
704006,Tara Nair,1966-11-21,F,YIPRQ0359K,7612131080,Mumbai,Maharashtra,Farmer,9908.54,599,2019-07-20
704007,Sneha Bose,1990-08-22,F,RDBWL7093P,6903756831,Jaipur,Rajasthan,Professional,179197.97,766,2018-10-29
704008,Ilango Gupta,1978-10-17,M,VFJGQ2705G,8337837119,Kolkata,West Bengal,Self Employed,199286.09,713,2012-05-20
704009,Nitin Shah,1972-12-17,M,MKUOI6936F,7511390999,Chandigarh,Chandigarh,Government Employee,108124.59,676,2015-03-30
704010,Ilango Rao,2002-08-03,M,IVIQQ7182W,6870008749,Delhi,Delhi,Self Employed,236841.93,558,2017-11-23
704011,Nandhini Iyer,1983-03-02,F,URKSX2754P,6522717697,Ahmedabad,Gujarat,Salaried,156451.53,481,2024-08-02
704012,Shanthi Sharma,1989-08-12,F,ASXMP9665Z,9540975593,Delhi,Delhi,Salaried,94319.06,584,2017-03-27
704013,Fathima Pandey,1997-04-26,F,UXLPM5284N,6721905698,Kolkata,West Bengal,Business,403057.49,593,2010-07-14
704014,Sneha Sen,1970-04-15,F,EZZUF5223Q,8876985152,Kochi,Kerala,Farmer,42491.7,587,2017-07-19
704015,Lavanya Venkatesan,1981-05-11,F,TNPDZ5229X,7912665614,Bengaluru,Karnataka,Government Employee,145161.01,474,2015-02-15
704016,Esther Dutta,1992-12-21,F,BWYXX6368R,9066414854,Hyderabad,Telangana,Salaried,173438.66,528,2017-06-27
704017,Chitra Chauhan,2000-05-17,F,PXXVT2332V,7894412345,Delhi,Delhi,Farmer,21472.56,630,2022-09-14
704018,Yamuna Pandey,1991-09-30,F,YZQOW0599L,8374711278,Surat,Gujarat,Self Employed,28884.01,700,2021-07-01
704019,Naveen Deshmukh,1995-12-18,M,MZDNO0795G,6557789131,Bengaluru,Karnataka,Business,399085.5,620,2015-03-24
704020,Nitin Thakur,1969-11-18,M,JUXCR0529C,6655180059,Chennai,Tamil Nadu,Government Employee,59213.13,647,2021-10-30
704021,Rajini Balasubramanian,1986-02-08,F,ULDFV1577D,8463680760,Nashik,Maharashtra,Salaried,175007.13,662,2013-02-19
704022,Shanthi Verma,1994-07-31,F,QEENK6211K,7300126013,Bengaluru,Karnataka,Salaried,21361.43,662,2023-02-18
704023,Manoj Chauhan,1962-08-26,M,BCWBM5376D,8990077910,Ranchi,Jharkhand,Self Employed,230882.9,779,2012-06-06
704024,Nithya Banerjee,1960-04-18,F,CHLFL4543J,7584283230,Mumbai,Maharashtra,Professional,188328.12,595,2014-05-15
704025,Uma Naidu,1967-12-16,F,MJFRU2795F,7427481256,Kolkata,West Bengal,Salaried,69700.74,687,2018-08-31
704026,Rekha Elumalai,1965-10-17,F,SGLAS6758I,9733719218,Madurai,Tamil Nadu,Salaried,161906.65,547,2023-03-16
704027,Fathima Yadav,1973-07-27,F,YIYOI6781M,9663923326,Pune,Maharashtra,Business,207487.44,777,2022-04-10
704028,Kalpana Tiwari,1970-06-30,F,SLBWB5294L,8309881224,Ranchi,Jharkhand,Salaried,53778.01,736,2021-06-08
704029,Arun Mukherjee,1997-11-30,M,GFLXI6899V,8768146350,Mumbai,Maharashtra,Salaried,132249.55,760,2012-08-05
704030,Shankar Iyengar,1960-10-12,M,RMZAU4132H,7774051762,Bengaluru,Karnataka,Self Employed,271678.46,679,2020-02-04
704031,Sandeep Deshmukh,1989-01-10,M,DEKXK9826X,6150344168,Kolkata,West Bengal,Salaried,172130.9,657,2025-02-07
704032,Gopal Nambiar,1976-01-19,M,YHWAR7542I,7670677572,Kolkata,West Bengal,Business,406980.15,551,2023-10-26
704033,Ravi Mishra,1964-10-07,M,EZJYF2194P,9748288855,Coimbatore,Tamil Nadu,Farmer,50102.26,698,2023-08-17
704034,Amit Rana,2002-10-19,M,EBYCD3903I,7838385608,Chandigarh,Chandigarh,Retired,19430.62,794,2014-05-06
704035,Pooja Mishra,1969-03-16,F,UEPGG0381U,9691860219,Chennai,Tamil Nadu,Self Employed,201627.12,413,2011-08-01
704036,Madhavi Dutta,1971-02-21,F,TYXXR6053E,9361612980,Bhubaneswar,Odisha,Salaried,132948.29,831,2021-04-25
704037,Dilip Verma,1973-03-15,M,GGYOE8860I,6091228654,Hyderabad,Telangana,Salaried,127884.25,593,2017-12-08
704038,Vidya Rajendran,1969-02-12,F,IIXFA1040C,7241852370,Kochi,Kerala,Government Employee,90944.16,713,2024-01-21
704039,Suresh Ghosh,1986-07-16,M,JOZSO9725M,9565250399,Bengaluru,Karnataka,Salaried,123573.53,594,2024-12-20
704040,Kavitha Naidu,2001-12-31,F,QQMFQ8675H,8588631021,Chennai,Tamil Nadu,Salaried,38202.32,655,2016-02-18
704041,Suresh Menon,1964-02-01,M,QTXPH5043T,6409408857,Kolkata,West Bengal,Self Employed,61347.04,745,2011-12-23
704042,Suresh Sharma,1980-06-11,M,DDKQJ3597G,8118597449,Ranchi,Jharkhand,Self Employed,46336.97,652,2013-11-22
704043,Nitin Verma,1963-12-28,M,UHBLX8671O,8110468219,Delhi,Delhi,Salaried,165219.87,836,2014-05-31
704044,Ashok Murugan,1969-05-27,M,DUVBE2341P,8454823725,Ranchi,Jharkhand,Salaried,88031.91,673,2013-08-21
704045,Rahul Joshi,2002-05-08,M,MJQIF6683G,9116719699,Delhi,Delhi,Salaried,69265.77,729,2016-10-19
704046,Anand Krishnan,1976-02-07,M,NNWBW2510L,9501852661,Coimbatore,Tamil Nadu,Salaried,156765.98,612,2012-06-12
704047,Tara Joshi,1967-02-14,F,XQCJT1962O,8690023496,Bhubaneswar,Odisha,Business,380535.28,-1,2020-12-15
704048,Sneha Chauhan,1990-11-16,F,CGHVD8914A,7434671090,Chennai,Tamil Nadu,Self Employed,131397.67,623,2023-11-29
704049,Swathi Krishnan,1993-02-04,F,ZXCEA3029W,9955819552,Kanpur,Uttar Pradesh,Salaried,73105.53,632,2024-04-06
704050,Sandeep Chelladurai,1978-09-29,M,AQYNC1125B,6998323686,Chandigarh,Chandigarh,Salaried,86990.53,716,2012-09-01
704051,Mahesh Banerjee,1997-08-30,M,JGECX9498Y,9031411548,Ranchi,Jharkhand,Salaried,73066.71,823,2016-01-09
704052,Sandeep Pillai,1980-03-14,M,SVJWM4473M,6418238924,Ranchi,Jharkhand,Professional,116432.08,672,2010-11-27
704053,Kiran Rajendran,1989-09-15,F,DYHGC7734T,7632214739,Ranchi,Jharkhand,Salaried,159668.24,550,2014-10-12
704054,Praveen Murugan,1981-08-28,M,IGKNY2600H,6031290958,Delhi,Delhi,Government Employee,139111.36,613,2024-10-02
704055,Anjali Ghosh,1976-10-15,F,UXRPL4345G,9575601558,Delhi,Delhi,Salaried,103427.96,542,2021-03-02
704056,Kumar Murugan,1959-05-02,M,WWFXA9477E,8030936468,Hyderabad,Telangana,Salaried,149259.65,714,2019-12-25
704057,Rajini Chauhan,1994-02-16,F,NCEZY9070H,9493983244,Chennai,Tamil Nadu,Salaried,89026.98,672,2013-04-19
704058,Kiran Rajendran,1990-03-28,F,CNUZB5489Q,8238054423,Mumbai,Maharashtra,Business,153162.9,570,2015-12-26
704059,Gopal Pillai,2000-02-29,M,KKYDK5152Q,7255798979,Kolkata,West Bengal,Professional,224120.87,636,2011-11-29
704060,Priya Venkatesan,1958-09-05,F,WHERA9596X,6828885172,Delhi,Delhi,Government Employee,124736.22,756,2020-08-18
704061,Vikram Chauhan,1965-03-12,M,UEXBT1706M,6588339242,Coimbatore,Tamil Nadu,Government Employee,140601.99,712,2025-02-08
704062,Gayathri Chelladurai,1990-06-13,F,OFEMJ1666S,6780034748,Kolkata,West Bengal,Business,37336.74,617,2013-09-26
704063,Ajay Jadhav,1997-07-22,M,GAZAQ5506Z,8615163177,Bengaluru,Karnataka,Professional,141177.9,739,2010-03-29
704064,Tara Yadav,1979-01-08,F,XKPZJ5766X,7885858607,Kanpur,Uttar Pradesh,Farmer,45788.33,706,2018-07-15
704065,Sathish Kulkarni,1997-04-20,M,IOWTJ1566Q,6040683947,Kanpur,Uttar Pradesh,Salaried,27909.68,619,2023-02-11
704066,Shanthi Nair,1961-10-12,F,NNNLM3581Z,9632198443,Hyderabad,Telangana,Salaried,54506.33,687,2015-09-04
704067,Divya Verma,2005-02-24,F,TREAH7598M,9714512407,Coimbatore,Tamil Nadu,Salaried,37466.26,843,2021-07-21
704068,Kalpana Rajendran,1969-12-05,F,LDFBQ5807J,7355123443,Ranchi,Jharkhand,Salaried,31459.16,567,2019-11-06
704069,Rajini Banerjee,1990-09-19,F,FOEWM1442O,6714316442,Bengaluru,Karnataka,Business,68680.19,764,2021-09-30
704070,Indira Roy,1984-01-29,F,IIJQZ0885G,7891487545,Chennai,Tamil Nadu,Self Employed,171030.76,657,2015-09-06
704071,Shankar Balasubramanian,1984-05-19,M,OMZFS3087K,7698682650,Bengaluru,Karnataka,Salaried,28411.92,728,2024-11-11
704072,Hema Bhat,2003-01-17,F,SVJQB1719Q,9214210045,Nashik,Maharashtra,Salaried,76490.72,707,2011-12-08
704073,Arun Shah,1976-06-21,M,NOCRJ6753I,6685644121,Kanpur,Uttar Pradesh,Salaried,18522.34,696,2018-07-21
704074,Padma Nair,1977-03-01,F,OPKNV2605E,7924845426,Mumbai,Maharashtra,Business,124516.67,655,2021-08-22
704075,Ajay Gupta,1974-05-01,M,VBPCN6590M,8005670072,Hyderabad,Telangana,Salaried,96360.23,670,2025-06-21
704076,Praveen Rajendran,1979-08-12,M,OIUCM9728F,7484336640,Chennai,Tamil Nadu,Business,196537.71,732,2013-02-27
704077,Anitha Pandey,2001-01-27,F,LDAHN6625B,6452089097,Chennai,Tamil Nadu,Self Employed,262275.6,712,2022-03-03
704078,Rahul Subramaniam,1994-08-10,M,ZYCFJ4640O,9410215750,Chennai,Tamil Nadu,Salaried,81753.4,534,2010-03-20
704079,Sanjay Shah,1961-04-17,M,BURXB1681X,6987597325,Surat,Gujarat,Salaried,177990.77,712,2022-10-24
704080,Shanthi Verma,2001-06-25,F,FTELP3207M,9432598418,Patna,Bihar,Salaried,127215.44,791,2010-08-03
704081,Selvi Singh,1980-07-16,F,SLMIO6769X,7506893532,Mumbai,Maharashtra,Professional,56968.53,752,2010-09-05
704082,Dilip Bose,1990-11-21,M,GCMDS8359Y,9864680980,Chennai,Tamil Nadu,Business,117487.05,689,2017-02-27
704083,Prakash Singh,1978-10-21,M,RXAVY8506C,7631334481,Mumbai,Maharashtra,Self Employed,68314.51,501,2020-12-08
704084,Hari Venkatesan,1961-10-07,M,IGOEE6384Y,9224693253,Chandigarh,Chandigarh,Salaried,142786.15,724,2022-04-16
704085,Fathima Saha,2005-04-15,F,WWOVE3233Z,6867675460,Bengaluru,Karnataka,Self Employed,198596.8,731,2011-03-11
704086,Sivakumar Saha,1987-01-01,M,ENCBM8875S,6614693208,Mumbai,Maharashtra,Government Employee,132746.24,805,2014-08-02
704087,Swathi Chauhan,1958-01-24,F,CAMHQ2969U,9111283825,Kochi,Kerala,Salaried,79211.42,581,2016-03-08
704088,Sowmya Chauhan,2003-09-29,F,UDHUH7253I,9508911209,Bengaluru,Karnataka,Salaried,90391.36,648,2020-09-17
704089,Shankar Yadav,1959-06-27,M,GQMAQ7713R,7751893648,Chennai,Tamil Nadu,Professional,121136.95,620,2022-06-20
704090,Anand Pandey,1980-02-26,M,OUCFQ2521W,6910216315,Hyderabad,Telangana,Government Employee,129735.04,644,2015-08-11
704091,Balaji Joshi,1971-03-14,M,OOWZW9865M,9584309542,Kolkata,West Bengal,Salaried,133502.66,510,2014-09-06
704092,Latha Jadhav,1973-11-03,F,LXEJG9131O,8181422180,Bengaluru,Karnataka,Salaried,23069.93,626,2015-05-19
704093,Ravi Nambiar,1967-10-11,M,AMDBC1814L,9902522226,Delhi,Delhi,Self Employed,163860.3,629,2013-01-19
704094,Sowmya Desai,1976-10-10,F,LXKKJ2334G,7901808090,Kolkata,West Bengal,Salaried,145498.65,634,2022-07-20
704095,Ganesh Nair,1998-10-06,M,GGISU0646J,7807901410,Coimbatore,Tamil Nadu,Salaried,40066.48,817,2018-04-01
704096,Ilango Chauhan,1990-02-06,M,VHLDO7584B,8395450035,Hyderabad,Telangana,Self Employed,56978.31,611,2018-02-06
704097,Sivakumar Pillai,1995-11-05,M,NZTIJ2730T,8075189645,Coimbatore,Tamil Nadu,Salaried,127035.19,628,2016-12-17
704098,Harish Naidu,1983-01-28,M,YEEGH5847N,6478034298,Patna,Bihar,Salaried,75788.93,773,2013-05-18
704099,Padma Elumalai,1999-07-07,F,VJNUW6029Y,6543954274,Delhi,Delhi,Farmer,34430.59,617,2024-10-10
704100,Vinod Pillai,1978-06-18,M,EKEUN2395S,9153179590,Ahmedabad,Gujarat,Farmer,19101.13,780,2023-01-02
704101,Anjali Patel,1980-11-03,F,MCLTH7739B,7228326031,Jaipur,Rajasthan,Business,180170.01,710,2019-06-14
704102,Vikram Bose,2000-10-24,M,TEVNB4612Y,9910886394,Delhi,Delhi,Salaried,148036.86,610,2024-08-31
704103,Rakesh Das,1996-05-06,M,ORLQH5604S,9189321286,Surat,Gujarat,Self Employed,86996.19,-1,2019-10-14
704104,Suresh Rao,1996-05-25,M,HPIUI9159U,7250048748,Chandigarh,Chandigarh,Salaried,115984.35,603,2014-11-03
704105,Revathi Shah,1983-10-31,F,WBAAE0840W,6825283854,Bengaluru,Karnataka,Self Employed,41536.16,681,2017-10-20
704106,Naveen Kumar,1975-09-18,M,SWXOL9077J,8931314874,Kolkata,West Bengal,Professional,226654.17,650,2022-01-29
704107,Kumar Pandey,1969-04-29,M,XOLZX5054F,8183295654,Ahmedabad,Gujarat,Salaried,70049.1,677,2018-08-02
704108,Praveen Balasubramanian,1995-04-22,M,OXVUA9307B,7782200616,Surat,Gujarat,Salaried,144544.11,615,2015-12-29
704109,Padma Mehta,1983-10-15,F,OECKR7084E,7932904717,Delhi,Delhi,Salaried,144491.77,723,2022-11-13
704110,Nandhini Chelladurai,1984-06-19,F,WIMIY6412Z,7624968431,Kolkata,West Bengal,Self Employed,159082.29,606,2020-10-18
704111,Bhavya Mukherjee,2004-08-24,F,TIPAU5820K,9156469763,Coimbatore,Tamil Nadu,Self Employed,287158.29,625,2010-02-02
704112,Dilip Ghosh,2002-02-08,M,KTHNS6269W,9579291548,Bengaluru,Karnataka,Retired,57461.46,651,2011-04-10
704113,Vikram Raman,1965-08-19,M,MXDLS4189F,6519873970,Kolkata,West Bengal,Salaried,62312.51,551,2022-11-24
704114,Mani Balasubramanian,2005-02-20,M,YWFUY1624Q,7632568706,Madurai,Tamil Nadu,Salaried,95052.92,639,2012-05-24
704115,Dilip Venkatesan,1982-10-18,M,OTIZH8580A,9792840883,Bengaluru,Karnataka,Salaried,167125.9,649,2017-08-29
704116,Sanjay Mehta,1981-06-04,M,SUOOK5074Q,6798186605,Pune,Maharashtra,Government Employee,91502.63,534,2016-02-19
704117,Sunil Deshmukh,2005-06-15,M,XKQIB0286E,6396916123,Coimbatore,Tamil Nadu,Self Employed,205191.41,502,2013-12-14
704118,Bhavya Rao,2002-05-31,F,IYXMV9676L,9330857390,Jaipur,Rajasthan,Business,440270.35,783,2022-03-30
704119,Deepa Shah,1959-07-24,F,TCIBK8157M,8862558114,Delhi,Delhi,Self Employed,18605.43,643,2024-07-26
704120,Deepak Sharma,1962-04-30,M,PZDHC9963V,9820338141,Kolkata,West Bengal,Salaried,157527.98,-1,2018-07-03
704121,Ravi Jadhav,1986-01-24,M,MYZCP3902Y,8746501555,Kochi,Kerala,Salaried,83937.89,655,2021-05-11
704122,Vinod Chauhan,1988-06-26,M,NOICU8980P,8778886188,Hyderabad,Telangana,Salaried,58515.22,609,2016-09-08
704123,Vijay Chauhan,1994-09-02,M,UGZCP4516I,7824664108,Ahmedabad,Gujarat,Self Employed,182396.7,814,2019-08-30
704124,Sandeep Sen,1956-08-19,M,PRDYI3535J,8507296641,Lucknow,Uttar Pradesh,Professional,161124.43,648,2014-06-07
704125,Pooja Pillai,1957-07-12,F,KPTSP5413A,7185501803,Madurai,Tamil Nadu,Business,412460.96,502,2019-10-05
704126,Neha Subramaniam,1975-12-11,F,OFDNH4089P,7335162606,Ahmedabad,Gujarat,Salaried,100490.3,713,2011-10-08
704127,Gokul Saha,1972-09-06,M,CCHVO8938T,9155745554,Kochi,Kerala,Professional,63745.76,577,2013-07-24
704128,Arjun Sen,1979-07-25,M,WYUEL5421Q,9264947997,Chennai,Tamil Nadu,Salaried,102275.64,708,2010-07-06
704129,Arun Tiwari,1977-07-13,M,WYLNP6165V,8596008667,Kolkata,West Bengal,Salaried,142573.84,655,2018-09-16
704130,Nithya Roy,1957-03-09,F,EVQWE4782V,8763300980,Nashik,Maharashtra,Retired,10508.54,786,2010-06-26
704131,Sivakumar Deshmukh,1988-11-10,M,NBNZG7366Q,6285849961,Lucknow,Uttar Pradesh,Professional,380039.59,712,2021-10-15
704132,Lavanya Iyengar,1998-07-15,F,LKWCN1548H,9137338951,Chennai,Tamil Nadu,Farmer,31470.84,633,2016-01-06
704133,Arun Naidu,2004-10-30,M,CTGSA1797A,9952229063,Bengaluru,Karnataka,Business,469074.24,801,2016-02-17
704134,Arjun Pillai,1996-03-18,M,YQGTL3498A,7781798545,Kochi,Kerala,Government Employee,82030.15,900,2017-06-03
704135,Rakesh Pandey,1957-08-08,M,CCPVJ5395T,6411127284,Chennai,Tamil Nadu,Self Employed,105539.14,619,2024-07-24
704136,Ravi Rana,1994-01-16,M,IYNSV5737I,9192071410,Bengaluru,Karnataka,Retired,79062.92,770,2021-07-15
704137,Senthil Menon,2004-07-23,M,UETZL8368C,7175556842,Coimbatore,Tamil Nadu,Self Employed,66788.25,704,2016-07-01
704138,Vani Dutta,1978-10-29,F,CIKDU5756P,6377694630,Bengaluru,Karnataka,Business,358155.45,711,2020-06-24
704139,Lavanya Kumar,1999-09-04,F,GPSOK8393M,7933222465,Hyderabad,Telangana,Farmer,55636.92,553,2023-05-01
704140,Saranya Chauhan,1971-11-13,F,MEZEM4823B,9321877104,Mumbai,Maharashtra,Salaried,86946.06,578,2013-01-13
704141,Dilip Tiwari,1985-07-21,M,CWUJZ2151D,6025327545,Ranchi,Jharkhand,Professional,369946.56,801,2014-10-27
704142,Tara Sen,1997-10-10,F,OYMGC1678Z,9346870733,Mumbai,Maharashtra,Self Employed,228400.64,683,2019-09-12
704143,Revathi Krishnan,1967-06-03,F,LVZSD7864L,7865061894,Pune,Maharashtra,Government Employee,73440.33,620,2021-12-17
704144,Esther Bose,1960-10-23,F,KDYHH0915A,6579937663,Pune,Maharashtra,Retired,41222.4,837,2024-06-30
704145,Harish Pillai,1974-09-29,M,CNJKS7714R,7655058631,Chennai,Tamil Nadu,Professional,207213.63,783,2020-09-11
704146,Kiran Sen,1993-08-28,F,PIIJD5436W,8062311301,Chandigarh,Chandigarh,Business,115576.93,738,2012-05-15
704147,Vivek Sharma,1959-08-22,M,TDPSE6976A,9277399680,Kolkata,West Bengal,Business,468158.79,578,2011-04-23
704148,Devi Iyer,1990-09-26,F,WBFDG8787F,6376936723,Kanpur,Uttar Pradesh,Salaried,104545.13,-1,2012-07-31
704149,Chandran Iyengar,2002-01-18,M,IAABZ3627Z,8357828811,Chandigarh,Chandigarh,Salaried,66772.91,669,2010-08-14
704150,Rajesh Das,1968-07-11,M,CNUBG4168N,6811204283,Surat,Gujarat,Professional,205175.92,807,2014-12-15
704151,Rajini Pandey,1966-02-23,F,RKGWZ9879T,8496823428,Mumbai,Maharashtra,Self Employed,104890.9,480,2017-12-03
704152,Rajini Murugan,1968-02-03,F,HHUHF3363L,8784535934,Ranchi,Jharkhand,Salaried,160745.27,521,2012-12-09
704153,Janani Rao,2002-06-07,F,HQIIL5169B,8931861783,Ahmedabad,Gujarat,Salaried,166029.69,595,2014-12-18
704154,Vidya Reddy,1971-10-20,F,ZDHOS7621T,7984459261,Patna,Bihar,Salaried,44222.27,761,2012-10-22
704155,Vivek Jadhav,2004-06-22,M,LNGWS1161V,6502112551,Bengaluru,Karnataka,Self Employed,106370.04,691,2010-09-07
704156,Sandeep Banerjee,1956-11-27,M,ADTVB2870S,6768788443,Lucknow,Uttar Pradesh,Self Employed,187503.54,714,2018-02-21
704157,Ravi Das,1973-05-15,M,ZRFXI1572B,9719594864,Madurai,Tamil Nadu,Salaried,59434.86,688,2010-03-20
704158,Meena Das,2003-01-27,F,LUFKB8803A,7606912017,Bhubaneswar,Odisha,Farmer,32837.2,680,2013-07-08
704159,Gopal Patel,1983-11-20,M,FAUNH8861P,9635373701,Pune,Maharashtra,Self Employed,261157.29,783,2015-08-08
704160,Nandhini Verma,1977-06-02,F,MSJUL2609W,8541657010,Bengaluru,Karnataka,Salaried,80288.89,900,2018-12-04
704161,Lakshmi Yadav,1988-03-26,F,USYLF1868Q,7446271703,Chandigarh,Chandigarh,Self Employed,281466.47,714,2020-06-27
704162,Arun Menon,1972-07-20,M,YFCIV3207N,9225938785,Delhi,Delhi,Self Employed,211484.86,793,2024-11-15
704163,Lavanya Rana,1960-12-13,F,UYSUR1712I,7816535780,Delhi,Delhi,Salaried,163367.9,629,2012-07-03
704164,Revathi Desai,1976-02-06,F,GJTMM6108B,8744257506,Patna,Bihar,Self Employed,169796.62,820,2023-11-04
704165,Sivakumar Nair,1990-06-06,M,AKANF4532X,6836341111,Lucknow,Uttar Pradesh,Salaried,84937.3,-1,2016-04-12
704166,Deepak Raman,2002-11-21,M,GMWWJ8431A,7265554629,Kolkata,West Bengal,Self Employed,197064.03,679,2015-06-07
704167,Anjali Rao,1958-11-20,F,HKGZI7995S,9102345864,Kanpur,Uttar Pradesh,Salaried,76867.69,687,2021-06-15
704168,Indira Jadhav,2005-04-05,F,ANKNW3492X,9203659244,Jaipur,Rajasthan,Farmer,32644.37,627,2022-08-03
704169,Farooq Kumar,2004-08-16,M,JWTHO5691T,9189728921,Nashik,Maharashtra,Salaried,160777.87,599,2015-04-16
704170,Rakesh Roy,1998-05-14,M,FEVFN7986O,8674224976,Chennai,Tamil Nadu,Salaried,46962.91,620,2017-03-08
704171,Vivek Joshi,1998-07-24,M,TYCZP6722E,6150481629,Hyderabad,Telangana,Salaried,167511.53,579,2024-05-11
704172,Rohit Venkatesan,1991-03-23,M,YGHXV6231D,8188404335,Mumbai,Maharashtra,Self Employed,223717.02,549,2018-09-27
704173,Abhishek Singh,1984-12-08,M,HSNOD0039B,9687410831,Kochi,Kerala,Salaried,136889.48,844,2010-05-30
704174,Pooja Reddy,1995-12-20,F,DWUTF2470R,9251520297,Kochi,Kerala,Business,158086.96,713,2017-05-15
704175,Bharath Nambiar,1963-04-09,M,JHWLC8980Y,9429880373,Chennai,Tamil Nadu,Salaried,133944.36,764,2023-08-31
704176,Esther Saha,1992-12-10,F,HXLCW4902Q,7161977453,Kochi,Kerala,Business,432741.28,718,2010-09-01
704177,Farooq Perumal,1970-12-19,M,HBHZF6641V,9459397722,Bhubaneswar,Odisha,Farmer,17943.11,537,2012-06-13
704178,Devi Rana,2001-03-19,F,ZRJZA1435L,8634915602,Kanpur,Uttar Pradesh,Government Employee,117646.56,674,2022-01-20
704179,Manoj Pillai,1961-11-21,M,NPEYP6589L,6233524875,Ranchi,Jharkhand,Salaried,129573.17,587,2012-11-30
704180,Yamuna Murugan,1986-10-27,F,YPGVK9855N,6809591039,Chandigarh,Chandigarh,Salaried,66754.76,595,2017-01-12
704181,Pankaj Desai,1983-12-31,M,LAUUT5250H,9545242041,Hyderabad,Telangana,Salaried,85323.63,660,2014-01-31
704182,Bhavya Jadhav,1991-03-10,F,GEZZP1981D,8033586761,Patna,Bihar,Salaried,69542.23,686,2019-11-11
704183,Shankar Venkatesan,1995-11-22,M,NUSZC5043Z,9694725646,Hyderabad,Telangana,Self Employed,25128.5,680,2016-09-24
704184,Madhavi Chelladurai,1970-08-31,F,CBJRK0033D,8639317172,Chennai,Tamil Nadu,Farmer,30435.59,683,2014-11-03
704185,Sanjay Kulkarni,1970-08-06,M,RASAB1861I,7864453768,Coimbatore,Tamil Nadu,Government Employee,130280.02,644,2020-01-14
704186,Nithya Tiwari,1995-05-19,F,EMQVI6501B,7193187206,Mumbai,Maharashtra,Business,438432.45,674,2015-07-13
704187,Neha Patel,2004-12-28,F,FRBPU7654I,7177898922,Jaipur,Rajasthan,Professional,276562.11,789,2021-10-03
704188,Sunil Iyer,1976-08-08,M,IJQQF3131D,9236902414,Lucknow,Uttar Pradesh,Retired,39057.59,877,2016-01-04
704189,Jagan Jadhav,1997-11-02,M,ULKRW9093G,8981153297,Delhi,Delhi,Retired,69951.25,776,2025-01-25
704190,Dinesh Mukherjee,1969-09-13,M,VRPEC2930P,7196420026,Chennai,Tamil Nadu,Salaried,119624.44,650,2010-05-15
